,capability,label,template
1127,PosSent,1,{drug} gives me {ade}. It is okay because {ade} is not strong.
1128,PosSent,1,"{drug} gives me {ade}, but it is okay because {ade} is not strong."
1129,PosSent,1,"{drug} gives me {ade}, still it is okay because {ade} is not strong."
1130,PosSent,1,"{drug} gives me {ade}, yet it is okay because {ade} is not strong."
1131,PosSent,1,"{drug} gives me {ade}, it is okay because {ade} is not strong."
1132,PosSent,1,It is okay because {ade} is not strong. Even though {drug} gives me {ade}.
1133,PosSent,1,It is okay because {ade} is not strong. Although {drug} gives me {ade}.
1134,PosSent,1,It is okay because {ade} is not strong. But {drug} gives me {ade}.
1135,PosSent,1,"It is okay because {ade} is not strong, even though {drug} gives me {ade}."
1136,PosSent,1,"It is okay because {ade} is not strong, although {drug} gives me {ade}."
1137,PosSent,1,"It is okay because {ade} is not strong, but {drug} gives me {ade}."
1138,PosSent,1,"{drug} gives me {ade}. But, it's okay because {ade} doesn't stop me from enjoying life."
1139,PosSent,1,"{drug} gives me {ade}. Still, it's okay because {ade} doesn't stop me from enjoying life."
1140,PosSent,1,"{drug} gives me {ade}. Yet, it's okay because {ade} doesn't stop me from enjoying life."
1141,PosSent,1,{drug} gives me {ade}. It's okay because {ade} doesn't stop me from enjoying life.
1142,PosSent,1,"{drug} gives me {ade}, but it's okay because {ade} doesn't stop me from enjoying life."
1143,PosSent,1,"{drug} gives me {ade}, still it's okay because {ade} doesn't stop me from enjoying life."
1144,PosSent,1,"{drug} gives me {ade}, yet it's okay because {ade} doesn't stop me from enjoying life."
1145,PosSent,1,"{drug} gives me {ade}, it's okay because {ade} doesn't stop me from enjoying life."
1146,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. Even though {drug} gives me {ade}.
1147,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. Although {drug} gives me {ade}.
1148,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. But {drug} gives me {ade}.
1149,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, even though {drug} gives me {ade}."
1150,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, although {drug} gives me {ade}."
1151,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, but {drug} gives me {ade}."
1152,PosSent,1,"{drug} gives me {ade}. But, it's okay because I can ignore {ade}."
1153,PosSent,1,"{drug} gives me {ade}. Still, it's okay because I can ignore {ade}."
1154,PosSent,1,"{drug} gives me {ade}. Yet, it's okay because I can ignore {ade}."
1155,PosSent,1,{drug} gives me {ade}. It's okay because I can ignore {ade}.
1156,PosSent,1,"{drug} gives me {ade}, but it's okay because I can ignore {ade}."
1157,PosSent,1,"{drug} gives me {ade}, still it's okay because I can ignore {ade}."
1158,PosSent,1,"{drug} gives me {ade}, yet it's okay because I can ignore {ade}."
1159,PosSent,1,"{drug} gives me {ade}, it's okay because I can ignore {ade}."
1160,PosSent,1,It's okay because I can ignore {ade}. Even though {drug} gives me {ade}.
1161,PosSent,1,It's okay because I can ignore {ade}. Although {drug} gives me {ade}.
1162,PosSent,1,It's okay because I can ignore {ade}. But {drug} gives me {ade}.
1163,PosSent,1,"It's okay because I can ignore {ade}, even though {drug} gives me {ade}."
1164,PosSent,1,"It's okay because I can ignore {ade}, although {drug} gives me {ade}."
1165,PosSent,1,"It's okay because I can ignore {ade}, but {drug} gives me {ade}."
1166,PosSent,1,"{drug} gives me {ade}. But, I like {drug} because {ade} is less severe now compared to my previous medication."
1167,PosSent,1,"{drug} gives me {ade}. Still, I like {drug} because {ade} is less severe now compared to my previous medication."
1168,PosSent,1,"{drug} gives me {ade}. Yet, I like {drug} because {ade} is less severe now compared to my previous medication."
1169,PosSent,1,{drug} gives me {ade}. I like {drug} because {ade} is less severe now compared to my previous medication.
1170,PosSent,1,"{drug} gives me {ade}, but I like {drug} because {ade} is less severe now compared to my previous medication."
1171,PosSent,1,"{drug} gives me {ade}, still I like {drug} because {ade} is less severe now compared to my previous medication."
1172,PosSent,1,"{drug} gives me {ade}, yet I like {drug} because {ade} is less severe now compared to my previous medication."
1173,PosSent,1,"{drug} gives me {ade}, I like {drug} because {ade} is less severe now compared to my previous medication."
1174,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. Even though {drug} gives me {ade}.
1175,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. Although {drug} gives me {ade}.
1176,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. But {drug} gives me {ade}.
1177,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, even though {drug} gives me {ade}."
1178,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, although {drug} gives me {ade}."
1179,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, but {drug} gives me {ade}."
1180,PosSent,1,"I always have {ade} when I'm on {drug}. But, I am happy my symptoms have reduced."
1181,PosSent,1,"I always have {ade} when I'm on {drug}. Still, I am happy my symptoms have reduced."
1182,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, I am happy my symptoms have reduced."
1183,PosSent,1,I always have {ade} when I'm on {drug}. I am happy my symptoms have reduced.
1184,PosSent,1,"I always have {ade} when I'm on {drug}, but I am happy my symptoms have reduced."
1185,PosSent,1,"I always have {ade} when I'm on {drug}, still I am happy my symptoms have reduced."
1186,PosSent,1,"I always have {ade} when I'm on {drug}, yet I am happy my symptoms have reduced."
1187,PosSent,1,"I always have {ade} when I'm on {drug}, I am happy my symptoms have reduced."
1188,PosSent,1,I am happy my symptoms have reduced. Even though I always have {ade} when I'm on {drug}.
1189,PosSent,1,I am happy my symptoms have reduced. Although I always have {ade} when I'm on {drug}.
1190,PosSent,1,I am happy my symptoms have reduced. But I always have {ade} when I'm on {drug}.
1191,PosSent,1,"I am happy my symptoms have reduced, even though I always have {ade} when I'm on {drug}."
1192,PosSent,1,"I am happy my symptoms have reduced, although I always have {ade} when I'm on {drug}."
1193,PosSent,1,"I am happy my symptoms have reduced, but I always have {ade} when I'm on {drug}."
1194,PosSent,1,"I always have {ade} when I'm on {drug}. But, I feel much better in general than without {drug}."
1195,PosSent,1,"I always have {ade} when I'm on {drug}. Still, I feel much better in general than without {drug}."
1196,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, I feel much better in general than without {drug}."
1197,PosSent,1,I always have {ade} when I'm on {drug}. I feel much better in general than without {drug}.
1198,PosSent,1,"I always have {ade} when I'm on {drug}, but I feel much better in general than without {drug}."
1199,PosSent,1,"I always have {ade} when I'm on {drug}, still I feel much better in general than without {drug}."
1200,PosSent,1,"I always have {ade} when I'm on {drug}, yet I feel much better in general than without {drug}."
1201,PosSent,1,"I always have {ade} when I'm on {drug}, I feel much better in general than without {drug}."
1202,PosSent,1,I feel much better in general than without {drug}. Even though I always have {ade} when I'm on {drug}.
1203,PosSent,1,I feel much better in general than without {drug}. Although I always have {ade} when I'm on {drug}.
1204,PosSent,1,I feel much better in general than without {drug}. But I always have {ade} when I'm on {drug}.
1205,PosSent,1,"I feel much better in general than without {drug}, even though I always have {ade} when I'm on {drug}."
1206,PosSent,1,"I feel much better in general than without {drug}, although I always have {ade} when I'm on {drug}."
1207,PosSent,1,"I feel much better in general than without {drug}, but I always have {ade} when I'm on {drug}."
1208,PosSent,1,"I always have {ade} when I'm on {drug}. But, my quality of life has increased dramatically."
1209,PosSent,1,"I always have {ade} when I'm on {drug}. Still, my quality of life has increased dramatically."
1210,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, my quality of life has increased dramatically."
1211,PosSent,1,I always have {ade} when I'm on {drug}. My quality of life has increased dramatically.
1212,PosSent,1,"I always have {ade} when I'm on {drug}, but my quality of life has increased dramatically."
1213,PosSent,1,"I always have {ade} when I'm on {drug}, still my quality of life has increased dramatically."
1214,PosSent,1,"I always have {ade} when I'm on {drug}, yet my quality of life has increased dramatically."
1215,PosSent,1,"I always have {ade} when I'm on {drug}, my quality of life has increased dramatically."
1216,PosSent,1,My quality of life has increased dramatically. Even though I always have {ade} when I'm on {drug}.
1217,PosSent,1,My quality of life has increased dramatically. Although I always have {ade} when I'm on {drug}.
1218,PosSent,1,My quality of life has increased dramatically. But I always have {ade} when I'm on {drug}.
1219,PosSent,1,"My quality of life has increased dramatically, even though I always have {ade} when I'm on {drug}."
1220,PosSent,1,"My quality of life has increased dramatically, although I always have {ade} when I'm on {drug}."
1221,PosSent,1,"My quality of life has increased dramatically, but I always have {ade} when I'm on {drug}."
1222,PosSent,1,"I always have {ade} when I'm on {drug}. But, I haven't felt this good in years."
1223,PosSent,1,"I always have {ade} when I'm on {drug}. Still, I haven't felt this good in years."
1224,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, I haven't felt this good in years."
1225,PosSent,1,I always have {ade} when I'm on {drug}. I haven't felt this good in years.
1226,PosSent,1,"I always have {ade} when I'm on {drug}, but I haven't felt this good in years."
1227,PosSent,1,"I always have {ade} when I'm on {drug}, still I haven't felt this good in years."
1228,PosSent,1,"I always have {ade} when I'm on {drug}, yet I haven't felt this good in years."
1229,PosSent,1,"I always have {ade} when I'm on {drug}, I haven't felt this good in years."
1230,PosSent,1,I haven't felt this good in years. Even though I always have {ade} when I'm on {drug}.
1231,PosSent,1,I haven't felt this good in years. Although I always have {ade} when I'm on {drug}.
1232,PosSent,1,I haven't felt this good in years. But I always have {ade} when I'm on {drug}.
1233,PosSent,1,"I haven't felt this good in years, even though I always have {ade} when I'm on {drug}."
1234,PosSent,1,"I haven't felt this good in years, although I always have {ade} when I'm on {drug}."
1235,PosSent,1,"I haven't felt this good in years, but I always have {ade} when I'm on {drug}."
1236,PosSent,1,"I always have {ade} when I'm on {drug}. But, I am happier than before taking {drug}."
1237,PosSent,1,"I always have {ade} when I'm on {drug}. Still, I am happier than before taking {drug}."
1238,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, I am happier than before taking {drug}."
1239,PosSent,1,I always have {ade} when I'm on {drug}. I am happier than before taking {drug}.
1240,PosSent,1,"I always have {ade} when I'm on {drug}, but I am happier than before taking {drug}."
1241,PosSent,1,"I always have {ade} when I'm on {drug}, still I am happier than before taking {drug}."
1242,PosSent,1,"I always have {ade} when I'm on {drug}, yet I am happier than before taking {drug}."
1243,PosSent,1,"I always have {ade} when I'm on {drug}, I am happier than before taking {drug}."
1244,PosSent,1,I am happier than before taking {drug}. Even though I always have {ade} when I'm on {drug}.
1245,PosSent,1,I am happier than before taking {drug}. Although I always have {ade} when I'm on {drug}.
1246,PosSent,1,I am happier than before taking {drug}. But I always have {ade} when I'm on {drug}.
1247,PosSent,1,"I am happier than before taking {drug}, even though I always have {ade} when I'm on {drug}."
1248,PosSent,1,"I am happier than before taking {drug}, although I always have {ade} when I'm on {drug}."
1249,PosSent,1,"I am happier than before taking {drug}, but I always have {ade} when I'm on {drug}."
1250,PosSent,1,"I always have {ade} when I'm on {drug}. But, it is okay because {ade} is not strong."
1251,PosSent,1,"I always have {ade} when I'm on {drug}. Still, it is okay because {ade} is not strong."
1252,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, it is okay because {ade} is not strong."
1253,PosSent,1,I always have {ade} when I'm on {drug}. It is okay because {ade} is not strong.
1254,PosSent,1,"I always have {ade} when I'm on {drug}, but it is okay because {ade} is not strong."
1255,PosSent,1,"I always have {ade} when I'm on {drug}, still it is okay because {ade} is not strong."
1256,PosSent,1,"I always have {ade} when I'm on {drug}, yet it is okay because {ade} is not strong."
1257,PosSent,1,"I always have {ade} when I'm on {drug}, it is okay because {ade} is not strong."
1258,PosSent,1,It is okay because {ade} is not strong. Even though I always have {ade} when I'm on {drug}.
1259,PosSent,1,It is okay because {ade} is not strong. Although I always have {ade} when I'm on {drug}.
1260,PosSent,1,It is okay because {ade} is not strong. But I always have {ade} when I'm on {drug}.
1261,PosSent,1,"It is okay because {ade} is not strong, even though I always have {ade} when I'm on {drug}."
1262,PosSent,1,"It is okay because {ade} is not strong, although I always have {ade} when I'm on {drug}."
1263,PosSent,1,"It is okay because {ade} is not strong, but I always have {ade} when I'm on {drug}."
1264,PosSent,1,"I always have {ade} when I'm on {drug}. But, it's okay because {ade} doesn't stop me from enjoying life."
1265,PosSent,1,"I always have {ade} when I'm on {drug}. Still, it's okay because {ade} doesn't stop me from enjoying life."
1266,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, it's okay because {ade} doesn't stop me from enjoying life."
1267,PosSent,1,I always have {ade} when I'm on {drug}. It's okay because {ade} doesn't stop me from enjoying life.
1268,PosSent,1,"I always have {ade} when I'm on {drug}, but it's okay because {ade} doesn't stop me from enjoying life."
1269,PosSent,1,"I always have {ade} when I'm on {drug}, still it's okay because {ade} doesn't stop me from enjoying life."
1270,PosSent,1,"I always have {ade} when I'm on {drug}, yet it's okay because {ade} doesn't stop me from enjoying life."
1271,PosSent,1,"I always have {ade} when I'm on {drug}, it's okay because {ade} doesn't stop me from enjoying life."
1272,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. Even though I always have {ade} when I'm on {drug}.
1273,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. Although I always have {ade} when I'm on {drug}.
1274,PosSent,1,It's okay because {ade} doesn't stop me from enjoying life. But I always have {ade} when I'm on {drug}.
1275,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, even though I always have {ade} when I'm on {drug}."
1276,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, although I always have {ade} when I'm on {drug}."
1277,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, but I always have {ade} when I'm on {drug}."
1278,PosSent,1,"I always have {ade} when I'm on {drug}. But, it's okay because I can ignore {ade}."
1279,PosSent,1,"I always have {ade} when I'm on {drug}. Still, it's okay because I can ignore {ade}."
1280,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, it's okay because I can ignore {ade}."
1281,PosSent,1,I always have {ade} when I'm on {drug}. It's okay because I can ignore {ade}.
1282,PosSent,1,"I always have {ade} when I'm on {drug}, but it's okay because I can ignore {ade}."
1283,PosSent,1,"I always have {ade} when I'm on {drug}, still it's okay because I can ignore {ade}."
1284,PosSent,1,"I always have {ade} when I'm on {drug}, yet it's okay because I can ignore {ade}."
1285,PosSent,1,"I always have {ade} when I'm on {drug}, it's okay because I can ignore {ade}."
1286,PosSent,1,It's okay because I can ignore {ade}. Even though I always have {ade} when I'm on {drug}.
1287,PosSent,1,It's okay because I can ignore {ade}. Although I always have {ade} when I'm on {drug}.
1288,PosSent,1,It's okay because I can ignore {ade}. But I always have {ade} when I'm on {drug}.
1289,PosSent,1,"It's okay because I can ignore {ade}, even though I always have {ade} when I'm on {drug}."
1290,PosSent,1,"It's okay because I can ignore {ade}, although I always have {ade} when I'm on {drug}."
1291,PosSent,1,"It's okay because I can ignore {ade}, but I always have {ade} when I'm on {drug}."
1292,PosSent,1,"I always have {ade} when I'm on {drug}. But, I like {drug} because {ade} is less severe now compared to my previous medication."
1293,PosSent,1,"I always have {ade} when I'm on {drug}. Still, I like {drug} because {ade} is less severe now compared to my previous medication."
1294,PosSent,1,"I always have {ade} when I'm on {drug}. Yet, I like {drug} because {ade} is less severe now compared to my previous medication."
1295,PosSent,1,I always have {ade} when I'm on {drug}. I like {drug} because {ade} is less severe now compared to my previous medication.
1296,PosSent,1,"I always have {ade} when I'm on {drug}, but I like {drug} because {ade} is less severe now compared to my previous medication."
1297,PosSent,1,"I always have {ade} when I'm on {drug}, still I like {drug} because {ade} is less severe now compared to my previous medication."
1298,PosSent,1,"I always have {ade} when I'm on {drug}, yet I like {drug} because {ade} is less severe now compared to my previous medication."
1299,PosSent,1,"I always have {ade} when I'm on {drug}, I like {drug} because {ade} is less severe now compared to my previous medication."
1300,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. Even though I always have {ade} when I'm on {drug}.
1301,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. Although I always have {ade} when I'm on {drug}.
1302,PosSent,1,I like {drug} because {ade} is less severe now compared to my previous medication. But I always have {ade} when I'm on {drug}.
1303,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, even though I always have {ade} when I'm on {drug}."
1304,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, although I always have {ade} when I'm on {drug}."
1305,PosSent,1,"I like {drug} because {ade} is less severe now compared to my previous medication, but I always have {ade} when I'm on {drug}."
1306,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, I am happy my symptoms have reduced."
1307,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, I am happy my symptoms have reduced."
1308,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, I am happy my symptoms have reduced."
1309,PosSent,1,"For me, {ade} is a side-effect of {drug}. I am happy my symptoms have reduced."
1310,PosSent,1,"For me, {ade} is a side-effect of {drug}, but I am happy my symptoms have reduced."
1311,PosSent,1,"For me, {ade} is a side-effect of {drug}, still I am happy my symptoms have reduced."
1312,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet I am happy my symptoms have reduced."
1313,PosSent,1,"For me, {ade} is a side-effect of {drug}, I am happy my symptoms have reduced."
1314,PosSent,1,"I am happy my symptoms have reduced. Even though for me, {ade} is a side-effect of {drug}."
1315,PosSent,1,"I am happy my symptoms have reduced. Although for me, {ade} is a side-effect of {drug}."
1316,PosSent,1,"I am happy my symptoms have reduced. But for me, {ade} is a side-effect of {drug}."
1317,PosSent,1,"I am happy my symptoms have reduced, even though for me, {ade} is a side-effect of {drug}."
1318,PosSent,1,"I am happy my symptoms have reduced, although for me, {ade} is a side-effect of {drug}."
1319,PosSent,1,"I am happy my symptoms have reduced, but for me, {ade} is a side-effect of {drug}."
1320,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, I feel much better in general than without {drug}."
1321,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, I feel much better in general than without {drug}."
1322,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, I feel much better in general than without {drug}."
1323,PosSent,1,"For me, {ade} is a side-effect of {drug}. I feel much better in general than without {drug}."
1324,PosSent,1,"For me, {ade} is a side-effect of {drug}, but I feel much better in general than without {drug}."
1325,PosSent,1,"For me, {ade} is a side-effect of {drug}, still I feel much better in general than without {drug}."
1326,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet I feel much better in general than without {drug}."
1327,PosSent,1,"For me, {ade} is a side-effect of {drug}, I feel much better in general than without {drug}."
1328,PosSent,1,"I feel much better in general than without {drug}. Even though for me, {ade} is a side-effect of {drug}."
1329,PosSent,1,"I feel much better in general than without {drug}. Although for me, {ade} is a side-effect of {drug}."
1330,PosSent,1,"I feel much better in general than without {drug}. But for me, {ade} is a side-effect of {drug}."
1331,PosSent,1,"I feel much better in general than without {drug}, even though for me, {ade} is a side-effect of {drug}."
1332,PosSent,1,"I feel much better in general than without {drug}, although for me, {ade} is a side-effect of {drug}."
1333,PosSent,1,"I feel much better in general than without {drug}, but for me, {ade} is a side-effect of {drug}."
1334,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, my quality of life has increased dramatically."
1335,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, my quality of life has increased dramatically."
1336,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, my quality of life has increased dramatically."
1337,PosSent,1,"For me, {ade} is a side-effect of {drug}. My quality of life has increased dramatically."
1338,PosSent,1,"For me, {ade} is a side-effect of {drug}, but my quality of life has increased dramatically."
1339,PosSent,1,"For me, {ade} is a side-effect of {drug}, still my quality of life has increased dramatically."
1340,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet my quality of life has increased dramatically."
1341,PosSent,1,"For me, {ade} is a side-effect of {drug}, my quality of life has increased dramatically."
1342,PosSent,1,"My quality of life has increased dramatically. Even though for me, {ade} is a side-effect of {drug}."
1343,PosSent,1,"My quality of life has increased dramatically. Although for me, {ade} is a side-effect of {drug}."
1344,PosSent,1,"My quality of life has increased dramatically. But for me, {ade} is a side-effect of {drug}."
1345,PosSent,1,"My quality of life has increased dramatically, even though for me, {ade} is a side-effect of {drug}."
1346,PosSent,1,"My quality of life has increased dramatically, although for me, {ade} is a side-effect of {drug}."
1347,PosSent,1,"My quality of life has increased dramatically, but for me, {ade} is a side-effect of {drug}."
1348,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, I haven't felt this good in years."
1349,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, I haven't felt this good in years."
1350,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, I haven't felt this good in years."
1351,PosSent,1,"For me, {ade} is a side-effect of {drug}. I haven't felt this good in years."
1352,PosSent,1,"For me, {ade} is a side-effect of {drug}, but I haven't felt this good in years."
1353,PosSent,1,"For me, {ade} is a side-effect of {drug}, still I haven't felt this good in years."
1354,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet I haven't felt this good in years."
1355,PosSent,1,"For me, {ade} is a side-effect of {drug}, I haven't felt this good in years."
1356,PosSent,1,"I haven't felt this good in years. Even though for me, {ade} is a side-effect of {drug}."
1357,PosSent,1,"I haven't felt this good in years. Although for me, {ade} is a side-effect of {drug}."
1358,PosSent,1,"I haven't felt this good in years. But for me, {ade} is a side-effect of {drug}."
1359,PosSent,1,"I haven't felt this good in years, even though for me, {ade} is a side-effect of {drug}."
1360,PosSent,1,"I haven't felt this good in years, although for me, {ade} is a side-effect of {drug}."
1361,PosSent,1,"I haven't felt this good in years, but for me, {ade} is a side-effect of {drug}."
1362,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, I am happier than before taking {drug}."
1363,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, I am happier than before taking {drug}."
1364,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, I am happier than before taking {drug}."
1365,PosSent,1,"For me, {ade} is a side-effect of {drug}. I am happier than before taking {drug}."
1366,PosSent,1,"For me, {ade} is a side-effect of {drug}, but I am happier than before taking {drug}."
1367,PosSent,1,"For me, {ade} is a side-effect of {drug}, still I am happier than before taking {drug}."
1368,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet I am happier than before taking {drug}."
1369,PosSent,1,"For me, {ade} is a side-effect of {drug}, I am happier than before taking {drug}."
1370,PosSent,1,"I am happier than before taking {drug}. Even though for me, {ade} is a side-effect of {drug}."
1371,PosSent,1,"I am happier than before taking {drug}. Although for me, {ade} is a side-effect of {drug}."
1372,PosSent,1,"I am happier than before taking {drug}. But for me, {ade} is a side-effect of {drug}."
1373,PosSent,1,"I am happier than before taking {drug}, even though for me, {ade} is a side-effect of {drug}."
1374,PosSent,1,"I am happier than before taking {drug}, although for me, {ade} is a side-effect of {drug}."
1375,PosSent,1,"I am happier than before taking {drug}, but for me, {ade} is a side-effect of {drug}."
1376,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, it is okay because {ade} is not strong."
1377,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, it is okay because {ade} is not strong."
1378,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, it is okay because {ade} is not strong."
1379,PosSent,1,"For me, {ade} is a side-effect of {drug}. It is okay because {ade} is not strong."
1380,PosSent,1,"For me, {ade} is a side-effect of {drug}, but it is okay because {ade} is not strong."
1381,PosSent,1,"For me, {ade} is a side-effect of {drug}, still it is okay because {ade} is not strong."
1382,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet it is okay because {ade} is not strong."
1383,PosSent,1,"For me, {ade} is a side-effect of {drug}, it is okay because {ade} is not strong."
1384,PosSent,1,"It is okay because {ade} is not strong. Even though for me, {ade} is a side-effect of {drug}."
1385,PosSent,1,"It is okay because {ade} is not strong. Although for me, {ade} is a side-effect of {drug}."
1386,PosSent,1,"It is okay because {ade} is not strong. But for me, {ade} is a side-effect of {drug}."
1387,PosSent,1,"It is okay because {ade} is not strong, even though for me, {ade} is a side-effect of {drug}."
1388,PosSent,1,"It is okay because {ade} is not strong, although for me, {ade} is a side-effect of {drug}."
1389,PosSent,1,"It is okay because {ade} is not strong, but for me, {ade} is a side-effect of {drug}."
1390,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, it's okay because {ade} doesn't stop me from enjoying life."
1391,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, it's okay because {ade} doesn't stop me from enjoying life."
1392,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, it's okay because {ade} doesn't stop me from enjoying life."
1393,PosSent,1,"For me, {ade} is a side-effect of {drug}. It's okay because {ade} doesn't stop me from enjoying life."
1394,PosSent,1,"For me, {ade} is a side-effect of {drug}, but it's okay because {ade} doesn't stop me from enjoying life."
1395,PosSent,1,"For me, {ade} is a side-effect of {drug}, still it's okay because {ade} doesn't stop me from enjoying life."
1396,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet it's okay because {ade} doesn't stop me from enjoying life."
1397,PosSent,1,"For me, {ade} is a side-effect of {drug}, it's okay because {ade} doesn't stop me from enjoying life."
1398,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life. Even though for me, {ade} is a side-effect of {drug}."
1399,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life. Although for me, {ade} is a side-effect of {drug}."
1400,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life. But for me, {ade} is a side-effect of {drug}."
1401,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, even though for me, {ade} is a side-effect of {drug}."
1402,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, although for me, {ade} is a side-effect of {drug}."
1403,PosSent,1,"It's okay because {ade} doesn't stop me from enjoying life, but for me, {ade} is a side-effect of {drug}."
1404,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, it's okay because I can ignore {ade}."
1405,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, it's okay because I can ignore {ade}."
1406,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, it's okay because I can ignore {ade}."
1407,PosSent,1,"For me, {ade} is a side-effect of {drug}. It's okay because I can ignore {ade}."
1408,PosSent,1,"For me, {ade} is a side-effect of {drug}, but it's okay because I can ignore {ade}."
1409,PosSent,1,"For me, {ade} is a side-effect of {drug}, still it's okay because I can ignore {ade}."
1410,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet it's okay because I can ignore {ade}."
1411,PosSent,1,"For me, {ade} is a side-effect of {drug}, it's okay because I can ignore {ade}."
1412,PosSent,1,"It's okay because I can ignore {ade}. Even though for me, {ade} is a side-effect of {drug}."
1413,PosSent,1,"It's okay because I can ignore {ade}. Although for me, {ade} is a side-effect of {drug}."
1414,PosSent,1,"It's okay because I can ignore {ade}. But for me, {ade} is a side-effect of {drug}."
1415,PosSent,1,"It's okay because I can ignore {ade}, even though for me, {ade} is a side-effect of {drug}."
1416,PosSent,1,"It's okay because I can ignore {ade}, although for me, {ade} is a side-effect of {drug}."
1417,PosSent,1,"It's okay because I can ignore {ade}, but for me, {ade} is a side-effect of {drug}."
1418,PosSent,1,"For me, {ade} is a side-effect of {drug}. But, I like {drug} because {ade} is less severe now compared to my previous medication."
1419,PosSent,1,"For me, {ade} is a side-effect of {drug}. Still, I like {drug} because {ade} is less severe now compared to my previous medication."
1420,PosSent,1,"For me, {ade} is a side-effect of {drug}. Yet, I like {drug} because {ade} is less severe now compared to my previous medication."
1421,PosSent,1,"For me, {ade} is a side-effect of {drug}. I like {drug} because {ade} is less severe now compared to my previous medication."
1422,PosSent,1,"For me, {ade} is a side-effect of {drug}, but I like {drug} because {ade} is less severe now compared to my previous medication."
1423,PosSent,1,"For me, {ade} is a side-effect of {drug}, still I like {drug} because {ade} is less severe now compared to my previous medication."
1424,PosSent,1,"For me, {ade} is a side-effect of {drug}, yet I like {drug} because {ade} is less severe now compared to my previous medication."
1425,PosSent,1,"For me, {ade} is a side-effect of {drug}, I like {drug} because {ade} is less severe now compared to my previous medication."
